sport_name,team_based,uses_ball,outdoor,social_interaction,injury_risk,cost_category,special_equipment_list,special_equipment_count,cultural_popularity,contact_level,risk_tolerance,consistency_demand,fun_factor,weather_sensitivity,height,height_advantage,weight,weight_advantage,coach_required,solo_practicability,seasonality,difficulty_to_organize,competitive_level,learning_curve,mental_focus,cognitive_load,endurance,tactical_thinking,flexibility,impulsivity,aerobic,reaction_time,speed,patience,precision,timing,spatial_awareness,vision_range,fearlessness,rhythm_musicality,grip_strength,avg_session_duration_hours,accessibility,strength,coordination,explosiveness,balance,agility,is_professional,physical_health_MET
Aerial Silk,0.0,0,0.0,-0.9448346683982799,-0.7960329093261326,-0.12009819539208628,"silks, rigging, crash mats",0.06017112935710979,-1.6331976822597678,-0.9239771539186536,-0.15404591252391878,0.04975185951049728,1.0932163332202414,-1.102769577959651,-0.9347053793708803,0.2275602324190151,-0.9216021182366214,0.6864194071335465,-0.4875931553006396,0.06572407799007737,-1.2285990139124072,-0.05598925109558579,-0.31722063428725694,0.017992480714263057,0.37403731918753486,0.22458335282841735,-0.23064593146599302,-0.9592455844332846,2.1801286849427775,-0.3249406542437324,-1.3772042058870688,-0.7288571363872177,-0.8883295225954418,-1.238842443916099,0.011712942866504832,-0.039872611141445254,0.15270415347694782,-0.7939453211722398,0.47366967219701694,2.23606797749979,0.767152815915519,-0.20448231541562742,-0.7610775321701077,0.5871024290975078,0.7755149821534625,-0.15232155510134535,1.823063514883834,0.8121312157144762,1,-0.7255628918814784
Aerobatics,0.0,0,1.0,-1.6197165743970512,1.622294916474776,1.947479663642768,"aircraft, helmet, flight suit",0.06017112935710979,-1.6331976822597678,-0.9239771539186536,1.736517559360527,1.1691686984967358,2.3710016577633812,1.2830299897415178,-0.44275517970199496,-0.22756023241901485,-0.537956463096492,-0.057890793372708714,1.240099127260681,0.558654662915659,1.3036279613269077,3.3033658146395406,2.0619341228671755,2.177090166425925,1.4599521168287701,2.0620835123336474,-0.23064593146599302,0.34881657615755723,0.32907602791589097,1.9838482048564754,-0.5976546553849544,1.387179711188577,0.5393429244329463,1.9316548059165717,2.1200426588376775,1.7543948902235802,2.6514993921906584,2.122588511705373,2.717368119446044,2.23606797749979,0.767152815915519,0.29290710046022317,-2.5958180115087592,0.5871024290975078,1.8493049574428706,1.2185724408107543,1.823063514883834,0.8121312157144762,1,-0.20501670325761337
Alpinism,0.5,0,1.0,-0.9448346683982799,0.4131310035743213,8.26507867736038,"ice axe, crampons, rope, harness, helmet",2.22633178621307,-0.013497501506279385,-0.4953279588017525,1.736517559360527,1.1691686984967358,-4.01792496495232,1.2830299897415178,0.0491950199668904,-0.6826806972570445,-0.3844982010404403,0.3142643068804189,-0.4875931553006396,-0.4272065069355037,1.3036279613269077,2.463527048205759,0.8723567442899599,1.0975413235700944,1.4599521168287701,1.1433334325810318,1.2009495052194796,0.34881657615755723,0.32907602791589097,0.44465563212300324,0.18189489511715995,-0.7288571363872177,0.5393429244329463,-1.238842443916099,-1.042451915119081,-0.9370063618239575,1.4021017728338039,0.6643215952665658,1.969468637029702,0.7453559924999297,1.5607591772074358,4.272022427467028,-1.372657691949658,1.2733260475231671,-0.2982749931359469,-0.15232155510134535,1.823063514883834,0.07008238917332985,0,0.31088175153925257
Archery,0.0,0,0.5,-1.6197165743970512,-1.4006148657763595,-0.2062472728518719,"bow, arrows, target, arm guard",1.1432514577850899,-0.8233475918830236,-0.9239771539186536,-0.7842337364854005,0.04975185951049728,-0.18456899132289992,-0.6256096644194173,0.0491950199668904,-0.6826806972570445,-0.07758167692833685,-0.8022009938789642,-0.4875931553006396,1.0515852478412402,-1.2285990139124072,-0.8958280175293671,0.8723567442899599,0.017992480714263057,1.4599521168287701,1.1433334325810318,-2.3780390864942014,-2.2673077450241266,-1.521976629110995,-2.63372951334394,-2.9363033068912983,0.6818340953299791,-3.0298381931380245,2.9884872225274615,2.1200426588376775,0.857261139541068,0.15270415347694782,2.122588511705373,-1.0221292926356673,-1.4907119849998598,-2.4072726292521454,-0.20448231541562742,0.46208278738899405,-2.1577920446051277,0.7755149821534625,-2.208662548969494,0.13156128457924474,-1.4140152639089612,1,-1.4970867071632779
Athletics,0.5,0,1.0,-0.2699527623995084,-0.7960329093261326,-0.3211127094649194,"shoes, track gear",-1.0229091990708703,0.7963525888704657,-0.4953279588017525,-0.15404591252391878,1.1691686984967358,-0.18456899132289992,0.805870076201284,0.5411452196357758,0.2275602324190151,-0.23103993898438857,-0.057890793372708714,-0.4875931553006396,0.558654662915659,0.45955230291380217,-0.05598925109558579,0.8723567442899599,0.017992480714263057,-0.7118774784537016,-1.6129168066768116,1.2009495052194796,-0.30521450413786366,0.32907602791589097,-0.3249406542437324,0.9614444456192743,-0.0235115205286197,1.253179147947141,-1.238842443916099,-1.042451915119081,-0.9370063618239575,0.15270415347694782,-0.7939453211722398,-0.27422981021932524,0.0,-0.026453545376396933,-0.20448231541562742,1.0736629471685446,0.5871024290975078,-0.2982749931359469,1.2185724408107543,0.13156128457924474,0.8121312157144762,1,0.8267802063361185
Badminton,0.5,1,0.5,0.4049291435992628,-0.7960329093261326,-0.23496363200513376,"racket, shuttlecock, net",0.06017112935710979,-0.013497501506279385,-0.06667876368485148,-1.4144215604468824,-1.06966497947574,-0.18456899132289992,-0.14844975087918372,0.3771618197461473,0.2275602324190151,-0.30776907001241444,-0.43004589362583634,-0.8331316118129036,0.06572407799007737,-1.2285990139124072,-0.8958280175293671,-0.31722063428725694,-1.0615563621415671,-0.7118774784537016,-0.6941667269241971,-0.23064593146599302,-0.30521450413786366,-0.2879415244264043,-0.3249406542437324,0.18189489511715995,0.6818340953299791,1.253179147947141,-0.18201002730520915,0.011712942866504832,-0.039872611141445254,1.4021017728338039,0.6643215952665658,-1.0221292926356673,-0.7453559924999297,-0.8200599066683129,-0.20448231541562742,1.0736629471685446,-1.4715684261794684,0.7755149821534625,0.5331254428547041,0.13156128457924474,0.8121312157144762,1,-0.9811882523664118
Baseball,1.0,1,1.0,1.079811049598034,0.4131310035743213,-0.26367999115839563,"bat, ball, glove, helmet, cleats",2.22633178621307,0.7963525888704657,0.3619704314320498,-0.15404591252391878,0.04975185951049728,-0.18456899132289992,0.805870076201284,0.8691120194150327,0.6826806972570448,0.8431678954079735,0.3142643068804189,1.240099127260681,-1.9059982617122473,1.3036279613269077,0.7838495153381956,-0.31722063428725694,0.017992480714263057,0.37403731918753486,0.22458335282841735,0.4851517868767429,1.002847656452979,-0.9049590767686996,0.44465563212300324,0.18189489511715995,0.6818340953299791,0.5393429244329463,0.8748223893056807,1.065877800852092,0.857261139541068,0.15270415347694782,0.6643215952665658,-0.27422981021932524,-0.7453559924999297,-0.026453545376396933,1.2876859322119243,0.46208278738899405,-0.09912118932815099,0.7755149821534625,0.5331254428547041,-0.7141898305730493,0.07008238917332985,1,-0.7255628918814784
Basketball,1.0,1,0.5,1.7546929555968052,1.017712960024549,-0.3211127094649194,"ball, hoop, sneakers, jersey",1.1432514577850899,1.60620267924721,1.2192688216658518,-0.15404591252391878,1.1691686984967358,-0.18456899132289992,0.3287101626610499,3.6568298175387164,2.503162556609164,1.763917467744284,0.6864194071335465,1.240099127260681,-1.9059982617122473,0.45955230291380217,0.7838495153381956,0.8723567442899599,1.0975413235700944,0.37403731918753486,0.22458335282841735,1.2009495052194796,1.6568787367483997,0.32907602791589097,1.214251918489739,0.9614444456192743,1.387179711188577,1.253179147947141,0.8748223893056807,1.065877800852092,0.857261139541068,1.4021017728338039,0.6643215952665658,0.47366967219701694,0.0,0.767152815915519,-0.20448231541562742,1.0736629471685446,0.5871024290975078,1.8493049574428706,1.2185724408107543,0.13156128457924474,1.5541800422556218,1,0.8267802063361185
Boomerang,0.0,1,1.0,-0.9448346683982799,-1.4006148657763595,-0.3412141608722027,boomerang,-2.10598952749885,-2.443047772636512,-0.9239771539186536,-1.4144215604468824,-2.189081818461977,-0.18456899132289992,0.3287101626610499,0.0491950199668904,-1.1378011620950743,-0.1543108079563627,-1.1743560941320919,-1.1786700683251679,1.0515852478412402,-0.3845233554993025,-1.735666783963149,-1.5067980128644725,-1.0615563621415671,-1.797792276094937,-1.6129168066768116,-1.662241368151465,-1.6132766647287053,-1.521976629110995,-1.0945369406104681,-2.156753756389184,-0.0235115205286197,-0.8883295225954418,-0.18201002730520915,0.011712942866504832,-0.9370063618239575,-1.0966934658799068,-0.7939453211722398,-1.0221292926356673,-1.4907119849998598,-1.613666267960229,-1.1992611471673287,1.0736629471685446,-2.1577920446051277,-1.3720649684253552,-0.8377685530573948,-1.5599409457253435,-0.6719664373678157,0,-1.2414613466783442
Boules,0.5,1,1.0,0.4049291435992628,-1.4006148657763595,-0.3383425249568765,"boules, jack",-1.0229091990708703,-0.8233475918830236,-0.4953279588017525,-2.0446093844083646,-2.189081818461977,-1.4623543158660397,0.3287101626610499,-0.2787717798123665,-1.1378011620950743,0.07587658512771488,-0.8022009938789642,-1.1786700683251679,0.558654662915659,-0.3845233554993025,-0.8958280175293671,-1.5067980128644725,-2.1411052049973973,-0.7118774784537016,-1.6129168066768116,-2.3780390864942014,-2.2673077450241266,-1.521976629110995,-1.8641332269772042,-2.156753756389184,-0.7288571363872177,-1.602165746109636,0.8748223893056807,0.011712942866504832,-0.9370063618239575,-2.346091085236761,-0.7939453211722398,-1.77002877505201,-0.7453559924999297,-2.4072726292521454,-0.7018717312914781,1.0736629471685446,-2.1577920446051277,-1.3720649684253552,-2.208662548969494,-1.5599409457253435,-2.1560640904501067,0,-1.7573598014752103
Bowling,0.5,1,0.0,0.4049291435992628,-0.7960329093261326,-0.26367999115839563,"bowling ball, shoes",-1.0229091990708703,-0.013497501506279385,-0.4953279588017525,-1.4144215604468824,-2.189081818461977,-1.4623543158660397,-1.102769577959651,0.0491950199668904,-0.6826806972570445,0.6129805023238959,-0.43004589362583634,-1.1786700683251679,0.558654662915659,-1.2285990139124072,-0.8958280175293671,-1.5067980128644725,-1.0615563621415671,-0.7118774784537016,-0.6941667269241971,-1.662241368151465,-1.6132766647287053,-1.521976629110995,-1.8641332269772042,-2.156753756389184,-0.7288571363872177,-1.602165746109636,0.8748223893056807,0.011712942866504832,-0.9370063618239575,-2.346091085236761,-0.7939453211722398,-1.77002877505201,-1.4907119849998598,-1.613666267960229,-0.20448231541562742,1.0736629471685446,-1.4715684261794684,-1.3720649684253552,-1.5232155510134442,-1.5599409457253435,-1.4140152639089612,1,-1.2414613466783442
Boxing,0.0,0,0.0,-0.2699527623995084,1.622294916474776,-0.2062472728518719,"gloves, headgear, mouthguard, ring",1.1432514577850899,0.7963525888704657,2.5052164070165555,1.1063297353990453,1.1691686984967358,-0.18456899132289992,-1.579929491499885,1.689029018863175,1.5929216269331041,1.9173757298003355,1.0585745073866746,1.240099127260681,-0.4272065069355037,-1.2285990139124072,-0.05598925109558579,0.8723567442899599,1.0975413235700944,1.4599521168287701,1.1433334325810318,1.2009495052194796,1.002847656452979,-0.2879415244264043,1.214251918489739,0.9614444456192743,1.387179711188577,1.253179147947141,-0.18201002730520915,0.011712942866504832,0.857261139541068,1.4021017728338039,0.6643215952665658,1.2215691546133591,0.0,0.767152815915519,-0.20448231541562742,-0.7610775321701077,1.2733260475231671,0.7755149821534625,1.2185724408107543,0.13156128457924474,0.8121312157144762,1,1.3426786611329844
Bungee Jumping,0.0,0,1.0,-1.6197165743970512,1.017712960024549,-0.3211127094649194,"harness, bungee cord",-1.0229091990708703,-1.6331976822597678,-0.9239771539186536,1.736517559360527,-3.3084986574482143,1.0932163332202414,1.2830299897415178,-0.44275517970199496,-1.5929216269331041,-0.537956463096492,-1.9186662946383473,-0.4875931553006396,1.0515852478412402,1.3036279613269077,1.6236882817719769,-0.31722063428725694,-1.0615563621415671,-1.797792276094937,-2.5316668864294267,-2.3780390864942014,-2.2673077450241266,-0.9049590767686996,0.44465563212300324,-2.156753756389184,-1.4342027522458158,-1.602165746109636,-1.238842443916099,-3.1507816310902528,-1.8341401125064696,-2.346091085236761,-2.2522122376110456,2.717368119446044,-1.4907119849998598,-1.613666267960229,-1.1992611471673287,-1.9842378517292085,-1.4715684261794684,-2.4458549437147634,-1.5232155510134442,-1.5599409457253435,-2.1560640904501067,0,-0.7255628918814784
Calisthenics,0.0,0,0.5,-0.2699527623995084,-0.7960329093261326,-0.3354708890415503,"pull-up bar, mat",-1.0229091990708703,-0.013497501506279385,-0.4953279588017525,-0.7842337364854005,0.04975185951049728,-0.18456899132289992,-0.6256096644194173,-0.7707219794812519,-0.22756023241901485,-0.537956463096492,1.0585745073866746,-0.8331316118129036,1.0515852478412402,-0.3845233554993025,-0.8958280175293671,-0.31722063428725694,-1.0615563621415671,-0.7118774784537016,-0.6941667269241971,0.4851517868767429,-0.9592455844332846,1.563111132600482,-0.3249406542437324,0.18189489511715995,-1.4342027522458158,-0.1744932990812478,-1.238842443916099,-1.042451915119081,-0.9370063618239575,-1.0966934658799068,-2.2522122376110456,-0.27422981021932524,0.7453559924999297,0.767152815915519,-0.7018717312914781,1.0736629471685446,1.2733260475231671,-0.2982749931359469,-0.15232155510134535,0.9773123997315397,0.07008238917332985,0,-0.20501670325761337
