user_id,Emotional Regulation and Perseverance,Resource Accessibility and Social Capital,fc,fd
1,-0.6714202010738545,0.26422957741290876,-2.825296723617871,0.9814266669443722
2,0.30493045831797744,-0.29643174307961734,0.39168845590812174,0.10307121687726793
3,1.8733257918221513,1.2728889455115175,-0.23354532962042426,-0.15228305053466631
4,-0.8400193723127218,0.5054487144877295,-0.4967062944467192,0.7163391632005778
5,0.226159373038728,1.6089211483970278,1.270420233562915,0.8669466916114987
6,-0.5555006138748072,0.08335276998489972,-0.30357480147372856,0.025618122816069983
7,-0.33281544050201195,-0.24763748126178795,-0.8123556883949479,-0.2985077508257573
8,3.1518138562755165,5.047497600039746,-1.684937145382767,-2.173840480864492
9,-0.0018636346151063006,-0.07330606620393136,-0.4379760529731928,-0.7049873469469315
10,-0.06315503620340973,0.46050748426624816,0.02803478240674414,0.0516926102000743
11,1.8185532657924748,-0.8171099988726276,0.3382535457818713,0.6625328032856129
12,0.604423153292856,0.9250829099239897,-0.3349402911432976,1.214268474470759
13,0.43336247317676174,-0.45133841920645196,0.31163490116650416,1.1328313564103976
14,1.2916175569225543,-0.9579910572294424,-0.30597453408493674,0.8124069413454345
15,0.7895815631872081,-1.258001514763534,0.058869834479694676,0.10826047612478659
16,1.0470916862583348,0.7525509334246375,0.7096067524300012,-0.7026238760108121
17,0.5359387061983129,-0.768843181949605,0.4298677759878329,-0.45590909717989686
18,1.8514197729870396,-1.1016978986689865,-0.652240938605903,0.5571392461779561
19,-0.2568799197956159,-0.6665822163180445,-1.5326649712305376,0.029185857146988885
20,0.7739435888761715,0.067872899038302,0.2928967567621159,0.6136407176756304
21,-0.7489206252197472,-0.6098179239745374,-0.21820488686713707,-0.2758383863239615
22,0.2031777124539004,-0.8062922502012687,-0.21649929366848492,0.252023302078947
23,-1.8751213070912083,0.5641379548970175,1.5908506366573032,-0.5027685629377854
24,0.004652321637935787,0.5135631756087345,0.9628806934653118,-0.2946955069079618
25,-0.19585643444032766,-0.7024033590675457,-2.2844496739894287,1.2557004291790281
26,-0.7806947490455294,-0.6876121184494278,0.5450920020741798,-0.537208392274264
27,0.5166471999552227,2.227778479729475,0.22186248069715797,0.6181304486634448
28,-1.244667881049584,0.3150283822513266,-0.5951912359254523,-0.722687661826654
29,0.2805139069404132,-1.8123527253898961,-0.14437928297695057,1.4115001006292218
30,0.9546438853039353,-0.5449726845819101,-0.8092235671140688,-0.4231298115756899
31,-0.16410560545995803,-1.096419063206057,0.5551304170312433,-0.7943423374254152
32,-0.08972396948779005,-0.6526724382593224,0.2257529911845842,0.6388325656663867
33,-0.0013856916525792427,-0.5713334008813851,-0.5732655767565165,-0.033986651092288094
34,-0.5098795529154004,-0.7282061982331642,-0.9137363326015361,-0.4139043126207519
35,-1.1569631654105252,0.34110617447219876,-0.547003174798326,0.5324894505456775
36,-1.1808806147795323,-0.01731686973482402,-0.8913018395942871,-0.035514132502110114
37,0.04053691548563438,-0.3380420299539277,1.1069496713562252,-0.5076535934099645
38,0.8279208601080681,-1.6166013008670386,1.507978701479905,-0.35749979630555
39,0.5952383905817977,-0.8469127064683715,-0.36512373750248717,1.080059916112458
40,1.5176239091960666,0.49146830213183695,0.7220224939231575,1.1189461490133281
